time_s,in0_v,in1_v
92.999543,1.235397,2.963121
93.199058,1.243028,2.946706
93.399581,1.249709,2.938972
93.599514,1.252028,2.927771
93.798952,1.264912,2.923138
93.999549,1.271346,2.920042
94.199038,1.286003,2.916945
94.399504,1.282908,2.905390
94.599044,1.293008,2.899274
94.799591,1.297718,2.885106
94.999102,1.298480,2.888581
95.199594,1.320842,2.892016
95.399009,1.324538,2.877218
95.599509,1.326116,2.871378
95.799009,1.328680,2.858409
95.999619,1.338056,2.858268
96.199096,1.338186,2.855743
96.399570,1.344873,2.847798
96.599112,1.341812,2.839586
96.799660,1.352618,2.830788
96.999216,1.346699,2.829258
97.199723,1.358983,2.821788
97.399571,1.357320,2.814679
97.599133,1.357814,2.810776
97.799665,1.364548,2.810248
97.999171,1.365882,2.805737
98.199662,1.360585,2.807999
98.399093,1.366504,2.799553
98.599597,1.376028,2.809498
98.799127,1.369750,2.799147
98.999629,1.375688,2.798448
99.199146,1.371333,2.796009
99.399617,1.385891,2.803574
99.599159,1.377281,2.790351
99.799683,1.369943,2.793807
99.999243,1.380356,2.805099
100.199696,1.377698,2.791387
100.399133,1.373753,2.799438
100.599671,1.371910,2.791292
100.799188,1.367831,2.795879
100.999779,1.371796,2.799676
101.199282,1.369529,2.795350
101.399753,1.367696,2.797047
101.599291,1.362027,2.803088
101.799825,1.358519,2.807763
101.999452,1.359574,2.801322
102.199975,1.369190,2.808588
102.399449,1.362258,2.815442
102.598988,1.359953,2.816104
102.799512,1.355032,2.812796
102.999187,1.359996,2.815760
103.199670,1.348335,2.825020
103.399099,1.359501,2.829647
103.599612,1.344888,2.827094
103.799113,1.342299,2.832422
103.999682,1.344610,2.834027
104.199195,1.341667,2.845553
104.399652,1.341445,2.847641
104.599188,1.331667,2.849195
104.799731,1.332629,2.846000
104.999474,1.328970,2.842256
105.198993,1.325811,2.847996
105.399436,1.327553,2.861639
105.599938,1.327809,2.876035
105.799428,1.310960,2.883663
105.999956,1.331348,2.856374
106.199452,1.332268,2.870581
106.399894,1.324949,2.868247
106.599439,1.318597,2.889888
106.799969,1.324926,2.860933
106.999608,1.324108,2.864480
107.199146,1.318883,2.881891
107.399624,1.318362,2.876457
107.599173,1.310350,2.876681
107.799728,1.301275,2.873289
107.999343,1.297466,2.892455
108.199818,1.298001,2.887471
108.399300,1.298415,2.891120
108.599823,1.291874,2.895170
108.799354,1.288397,2.893503
108.999866,1.280244,2.901508
109.199332,1.281657,2.908027
109.399764,1.270486,2.904768
109.599262,1.275383,2.910438
109.799791,1.266679,2.918166
109.999381,1.261535,2.918056
110.199886,1.266828,2.916852
110.399343,1.267910,2.927234
110.599884,1.253580,2.921874
110.799418,1.250766,2.922375
110.999994,1.252369,2.937078
111.199418,1.249458,2.939120
111.400036,1.244606,2.939832
111.599407,1.239245,2.947505
111.799928,1.231119,2.949651
111.999504,1.232158,2.954608
112.199004,1.233136,2.956070
112.399511,1.225419,2.959926
112.598993,1.221232,2.964016
112.799523,1.228492,2.975848
112.999151,1.216201,2.963747
113.199652,1.222610,2.965120
113.399114,1.205812,2.978644
113.599649,1.211253,2.975910
113.799189,1.203593,2.979334
113.999633,1.204034,2.976135
114.199167,1.198361,2.977376
114.399816,1.194898,2.979022
114.599312,1.198640,2.995977
114.799798,1.187272,2.990615
114.999334,1.205941,3.001314
115.199842,1.189484,2.987950
115.399313,1.198543,2.996614
115.599847,1.199388,2.995706
115.799365,1.194974,2.997305
115.999837,1.181310,2.997155
116.199361,1.195290,2.997666
116.399880,1.191194,3.009387
116.599409,1.181786,2.998837
116.799883,1.187082,3.015720
116.999484,1.183774,3.008308
117.199971,1.175204,2.992248
117.399440,1.179080,3.020449
117.599969,1.183431,3.030212
117.799501,1.173685,3.011868
117.999070,1.169941,3.013026
118.199591,1.171759,3.035467
118.399065,1.147637,3.019384
118.599597,1.145615,3.038181
118.799127,1.173301,3.022045
118.999730,1.174431,3.017143
119.199159,1.178712,3.029002
119.399597,1.165846,3.013481
119.599100,1.172650,3.027008
119.799604,1.165936,3.029186
119.999260,1.166977,3.036524
120.199758,1.161490,3.021889
120.399225,1.164020,3.026708
120.599767,1.165898,3.019515
120.799286,1.160684,3.022014
120.999911,1.159808,3.026192
121.199394,1.160188,3.036090
121.399863,1.159220,3.027201
121.599405,1.152240,3.023106
121.799879,1.147348,3.022545
121.999396,1.157448,3.034939
122.199872,1.160230,3.041172
122.399300,1.160384,3.048457
122.599806,1.155371,3.042076
122.799338,1.154892,3.036371
122.999822,1.146806,3.037562
123.199334,1.153411,3.039050
123.399816,1.150253,3.039523
123.599358,1.145998,3.033605
123.799892,1.145078,3.036476
123.999446,1.152387,3.054893
124.199947,1.149078,3.041612
124.399375,1.148514,3.039005
124.599883,1.145288,3.042317
124.799380,1.154325,3.057822
125.000016,1.156356,3.062247
125.199467,1.148799,3.048499
125.398894,1.143492,3.043308
125.599432,1.148261,3.039482
125.799959,1.149399,3.060650
125.999696,1.148306,3.059100
126.199757,1.143809,3.051554
126.399246,1.149499,3.047796
126.599795,1.146733,3.043687
126.799327,1.142788,3.044199
126.999866,1.154036,3.049037
127.199326,1.146009,3.041549
127.399804,1.145308,3.041468
127.599316,1.149119,3.042286
127.799817,1.147868,3.048276
127.999402,1.146485,3.049713
128.199921,1.138466,3.044408
128.399391,1.143743,3.044744
128.599922,1.141541,3.050217
128.799450,1.147971,3.046508
128.999968,1.143143,3.044029
129.199469,1.144601,3.049092
129.399004,1.146215,3.042864
129.599532,1.150742,3.050581
129.799057,1.145568,3.051343
129.999653,1.143344,3.048263
130.199124,1.141088,3.046940
130.399579,1.148795,3.058833
130.599084,1.143307,3.050881
130.799589,1.144787,3.045571
130.999181,1.145745,3.051962
131.199697,1.146903,3.051921
131.399166,1.147324,3.049846
131.599737,1.145042,3.050031
131.799264,1.135686,3.042320
131.999937,1.149217,3.050212
132.199459,1.136831,3.051738
132.398935,1.149085,3.058696
132.599500,1.145657,3.049002
132.799049,1.137873,3.045432
132.999675,1.157734,3.059507
133.199302,1.145306,3.048437
133.399760,1.139716,3.048747
133.599312,1.140159,3.045546
133.799853,1.145465,3.046535
