time_s,in0_v,in1_v
138.888015,0.521696,0.803414
139.088503,0.522444,0.804129
139.287993,0.521357,0.802673
139.488493,0.522235,0.803852
139.687988,0.521586,0.803529
139.888529,0.523023,0.804361
140.088055,0.522012,0.802954
140.288584,0.522829,0.804336
140.488121,0.521961,0.803460
140.688655,0.523240,0.804837
140.888186,0.522093,0.803525
141.087708,0.520877,0.802790
141.288225,0.522317,0.803877
141.487761,0.521255,0.802738
141.688300,0.521601,0.803010
141.887795,0.521608,0.803695
142.088309,0.522596,0.804427
142.287811,0.521722,0.803318
142.488355,0.522941,0.804178
142.687858,0.521539,0.803383
142.888393,0.523351,0.804792
143.087936,0.521995,0.803726
143.288452,0.523810,0.805108
143.487997,0.522500,0.803991
143.688517,0.523885,0.805709
143.888046,0.523098,0.804350
144.088584,0.524034,0.806158
144.288112,0.522830,0.804555
144.488651,0.524280,0.806352
144.688180,0.522726,0.804240
144.887693,0.522254,0.803397
145.088183,0.524007,0.806402
145.287679,0.522545,0.805018
145.488193,0.523842,0.805503
145.687571,0.522067,0.803575
145.888100,0.524229,0.806147
146.088618,0.524559,0.806957
146.288105,0.523901,0.806254
146.488642,0.524298,0.806310
146.688170,0.523324,0.805093
146.887693,0.522787,0.804137
147.088223,0.524044,0.804380
147.287733,0.523138,0.805453
147.488246,0.524158,0.806276
147.687728,0.523783,0.805910
147.888256,0.524433,0.806454
148.087792,0.524183,0.805656
148.288322,0.524686,0.806654
148.487856,0.524594,0.806293
148.688352,0.525409,0.806833
148.887936,0.524762,0.806451
149.088475,0.525425,0.806968
149.288006,0.524956,0.806446
149.488543,0.525152,0.806555
149.688072,0.524652,0.806246
149.888615,0.525953,0.806178
150.088096,0.525520,0.807500
150.288594,0.526613,0.807827
150.488130,0.525728,0.807155
150.688670,0.526769,0.807639
150.888213,0.525934,0.807898
151.087741,0.525409,0.807010
151.288227,0.526108,0.807464
151.487763,0.525064,0.806618
151.688298,0.525226,0.806338
151.887834,0.524967,0.806194
152.088360,0.526279,0.805871
152.287866,0.525609,0.807561
152.488355,0.527058,0.807578
152.687857,0.525803,0.807486
152.888408,0.527434,0.807519
153.087937,0.526208,0.807419
153.288415,0.527474,0.807531
153.487954,0.526257,0.806389
153.688485,0.527312,0.806626
153.888019,0.526412,0.807079
154.088542,0.528297,0.805870
154.288042,0.527217,0.807424
154.488546,0.528678,0.806958
154.688033,0.527535,0.807755
154.888526,0.529415,0.807870
155.088053,0.527909,0.807500
155.288587,0.529646,0.806930
155.488116,0.528405,0.807510
155.688655,0.530114,0.806900
155.888187,0.528952,0.807014
156.087717,0.527843,0.807423
156.288275,0.529286,0.806540
156.487807,0.527437,0.806159
156.688345,0.529231,0.805720
156.887924,0.528663,0.806360
157.088405,0.530404,0.807738
157.287892,0.529051,0.807167
157.488408,0.530387,0.806841
157.687941,0.529165,0.807201
157.888478,0.531961,0.807375
158.088012,0.529836,0.807419
158.288543,0.531589,0.806992
158.487966,0.529423,0.806109
158.688511,0.531596,0.805154
