time_s,in0_v,in1_v
423.320558,1.419702,2.767383
423.520592,1.417364,2.782214
423.720572,1.396892,2.812773
423.923607,1.357726,2.859084
424.120584,1.297967,2.912258
424.320585,1.256304,2.967609
424.520601,1.208316,3.022205
424.720645,1.162711,3.067054
424.923629,1.127627,3.085216
425.119626,1.123796,3.102999
430.634891,1.242029,2.965494
430.836722,1.260517,2.916975
431.037838,1.315391,2.912546
431.233787,1.330333,2.865222
431.433851,1.365512,2.853028
431.633822,1.358517,2.833056
431.837875,1.354161,2.834032
432.034819,1.339688,2.865984
432.234832,1.309702,2.891581
432.434865,1.277656,2.924632
432.634843,1.242233,2.964529
432.837878,1.211815,2.998042
433.034869,1.186194,3.023034
433.234873,1.180471,3.053776
433.434881,1.167199,3.034764
433.634891,1.172984,3.038185
433.838072,1.192326,3.006828
434.034933,1.222271,3.012116
439.544252,1.389433,2.825581
439.745225,1.398745,2.810509
439.947220,1.402504,2.817846
440.143209,1.371570,2.834858
440.343219,1.342121,2.866700
440.543220,1.298700,2.910566
440.747242,1.264084,2.963028
440.944256,1.221832,3.002569
441.144242,1.183797,3.036543
441.344321,1.160204,3.055616
441.544280,1.156131,3.065383
441.747286,1.159246,3.059913
441.944302,1.185112,3.033609
442.144303,1.217948,2.997843
442.344316,1.246965,2.946408
442.544307,1.282839,2.900172
442.747332,1.330016,2.877462
442.944330,1.358076,2.846964
448.473546,1.455940,2.765841
448.674533,1.456204,2.744725
448.876562,1.449140,2.769370
449.077543,1.410593,2.809928
449.273529,1.340971,2.861269
449.473584,1.274430,2.931454
449.673528,1.215562,3.007064
449.873549,1.167835,3.070273
450.073539,1.126717,3.113296
450.273569,1.092573,3.122185
450.473570,1.103177,3.128606
450.673569,1.121627,3.101522
450.873650,1.167819,3.055451
451.073650,1.213455,2.996990
451.273643,1.265918,2.949490
451.473668,1.328729,2.898398
451.673671,1.377294,2.831595
451.873716,1.414183,2.783003
457.387898,1.471071,2.738836
457.588843,1.453983,2.756020
457.790879,1.389337,2.814974
457.991860,1.335166,2.893931
458.187855,1.255781,2.981662
458.387862,1.175143,3.047157
458.587880,1.115752,3.109529
458.787907,1.080152,3.151612
458.987904,1.075838,3.166889
459.187893,1.087306,3.148924
